id,prices.amountMax,prices.amountMin,prices.availability,prices.condition,prices.currency,prices.dateSeen,prices.isSale,prices.merchant,prices.shipping,prices.sourceURLs,asins,brand,categories,dateAdded,dateUpdated,ean,imageURLs,keys,manufacturer,manufacturerNumber,name,primaryCategories,sourceURLs,upc,weight
AVphzgbJLJeJML43fA0o,104.99,104.99,Yes,New,USD,"2017-03-30T06:00:00Z,2017-03-10T22:00:00Z,2017-03-04T10:00:00Z,2017-03-03T14:00:00Z",FALSE,Bestbuy.com,,http://www.bestbuy.com/site/sanus-tv-wall-mount-for-most-37-84-flat-panel-tvs-extends-10-3-8-black/5689019.p?skuId=5689019,B00C78VIUE,Sanus,"Audio & Video Accessories,TV Mounts,TV Accessories & Parts,Electronics,A/V Presentation,Accessories & Supplies,TV Ceiling & Wall Mounts",2015-04-13T12:00:51Z,2018-05-12T18:59:48Z,,"https://images-na.ssl-images-amazon.com/images/I/71oVh2UO8xL._SL1500_.jpg,http://pisces.bbystatic.com/image2/BestBuy_US/images/products/5689/5689019_sa.jpg,https://images-na.ssl-images-amazon.com/images/I/81EzIaCamJL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71X2tAW39aL._SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71c8xybNthL._SL1500_.jpg,http://static.bhphoto.com/images/smallimages/1368452917000_911749.jpg,http://static.bhphoto.com/images/images500x500/sanus_vlf410_b1_vlf410_super_slim_full_motion_1368452917000_911749.jpg,http://static.bhphoto.com/images/multiple_images/thumbnails/1368452838000_IMG_316474.jpg","sanusvlf410b110inchsuperslimfullmotionmountfor3784inchestvs/savlf410b1,sanusvlf410b110inchsuperslimfullmotionmountfor3784inchestvs/b00c78viue,sanusvlf410b110inchsuperslimfullmotionmountfor3784inchestvs/5689019,sanus/vlf410b1,793795525420",,VLF410B1,Sanus VLF410B1 10-Inch Super Slim Full-Motion Mount for 37 - 84 Inches TV's,Electronics,"https://www.amazon.com/Sanus-VLF410B1-10-Inch-Super-Full-Motion/dp/B00C78VIUE/,https://www.amazon.com/product-reviews/B00C78VIUE/,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=80,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=81,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=84,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=61,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=83,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=85,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=77,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=54,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=57,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=79,http://reviews.bestbuy.com/3545/5689019/reviews.htm?format=embedded&page=59,http://www.bhphotovideo.com/c/product/911749-REG/sanus_vlf410_b1_vlf410_super_slim_full_motion.html,http://www.amazon.com/Sanus-VLF410B1-10-Inch-Super-Full-Motion/dp/B00C78VIUE,http://www.bestbuy.com/site/sanus-tv-wall-mount-for-most-37-84-flat-panel-tvs-extends-10-3-8-black/5689019.p?skuId=5689019",7.94E+11,32.8 pounds
